source_doi,source_year,source_type,mode,reference_doi,claimed_title,claimed_authors,claimed_year,verdict,authority,title_similarity,detail
10.1088/1755-1315/1199/1/012006,2023,journal-article,described,10.1109/jsyst.2021.3130080,Deep Learning Algorithms and Parallel Distributed Computing Techniques for High-Resolution Load Forecasting Applying Hyperparameter Optimization,Parizad,2021,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/vision8030043,2024,journal-article,identified,10.1037/0096-1523.15.4.826,Kinetic Depth Effect and Identification of Shape,Sperling,1989,verified,crossref,100.0,title matches record (100% similarity)
10.3390/vision8030043,2024,journal-article,described,10.1037/0096-1523.15.4.826,Kinetic Depth Effect and Identification of Shape,Sperling,1989,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/vision8030043,2024,journal-article,identified,10.1016/j.visres.2015.07.004,Investigating shape representation using sensitivity to part-and axis-based transformations,Denisova,2016,verified,crossref,100.0,title matches record (100% similarity)
10.3390/vision8030043,2024,journal-article,described,10.1016/j.visres.2015.07.004,Investigating shape representation using sensitivity to part-and axis-based transformations,Denisova,2016,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/vision8030043,2024,journal-article,identified,10.1068/p150405,Multiple 3-D Interpretations in a Classic Stereokinetic Effect,Bressan,1986,verified,crossref,100.0,title matches record (100% similarity)
10.3390/vision8030043,2024,journal-article,described,10.1068/p150405,Multiple 3-D Interpretations in a Classic Stereokinetic Effect,Bressan,1986,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/vision8030043,2024,journal-article,identified,10.1007/bf02409733,Beobachtungen über phänomenale Identität,Metzger,1934,verified,crossref,100.0,title matches record (100% similarity)
10.3390/vision8030043,2024,journal-article,described,10.1007/bf02409733,Beobachtungen über phänomenale Identität,Metzger,1934,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/vision8030043,2024,journal-article,identified,10.1007/bf00310177,The height of a stereokinetic cone: A quantitative determination of a 3-D effect from 2-D moving patterns without a “rigidity assumption”,Zanforlin,1988,verified,crossref,100.0,title matches record (100% similarity)
10.3390/vision8030043,2024,journal-article,described,10.1007/bf00310177,The height of a stereokinetic cone: A quantitative determination of a 3-D effect from 2-D moving patterns without a “rigidity assumption”,Zanforlin,1988,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/vision8030043,2024,journal-article,identified,10.3758/bf03204996,Discriminating Rigid from Nonrigid Motion: Minimum Points and Views,Braunstein,1990,verified,crossref,100.0,title matches record (100% similarity)
10.3390/vision8030043,2024,journal-article,described,10.3758/bf03204996,Discriminating Rigid from Nonrigid Motion: Minimum Points and Views,Braunstein,1990,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.chempr.2023.12.006,2024,journal-article,identified,10.1038/s41427-019-0110-5,Organic piezoelectric materials: milestones and potential,Guerin,2019,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.chempr.2023.12.006,2024,journal-article,described,10.1038/s41427-019-0110-5,Organic piezoelectric materials: milestones and potential,Guerin,2019,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.chempr.2023.12.006,2024,journal-article,identified,10.1002/ente.202000533,Recent advances in human motion excited energy harvesting systems for wearables,Cai,2020,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.chempr.2023.12.006,2024,journal-article,described,10.1002/ente.202000533,Recent advances in human motion excited energy harvesting systems for wearables,Cai,2020,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.chempr.2023.12.006,2024,journal-article,identified,10.1021/acsnano.1c11101,Multifunctional chiral 2D lead halide perovskites with circularly polarized photoluminescence and piezoelectric energy harvesting properties,Qin,2022,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.chempr.2023.12.006,2024,journal-article,described,10.1021/acsnano.1c11101,Multifunctional chiral 2D lead halide perovskites with circularly polarized photoluminescence and piezoelectric energy harvesting properties,Qin,2022,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.chempr.2023.12.006,2024,journal-article,identified,10.1002/adfm.201602634,Flexible piezoelectric nanocomposite generators based on formamidinium lead halide perovskite nanoparticles,Ding,2016,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.chempr.2023.12.006,2024,journal-article,described,10.1002/adfm.201602634,Flexible piezoelectric nanocomposite generators based on formamidinium lead halide perovskite nanoparticles,Ding,2016,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.chempr.2023.12.006,2024,journal-article,identified,10.31635/ccschem.021.202101242,Guest-mediated hierarchical self-assembly of dissymmetric organic cages to form supramolecular ferroelectrics,Liu,2022,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.chempr.2023.12.006,2024,journal-article,described,10.31635/ccschem.021.202101242,Guest-mediated hierarchical self-assembly of dissymmetric organic cages to form supramolecular ferroelectrics,Liu,2022,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.chempr.2023.12.006,2024,journal-article,identified,10.1038/nmat2545,Porous organic cages,Tozawa,2009,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.chempr.2023.12.006,2024,journal-article,described,10.1038/nmat2545,Porous organic cages,Tozawa,2009,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/diagnostics14060652,2024,journal-article,identified,10.1093/rheumatology/key327,Methyl Cap Binding Protein 2: A Key Epigenetic Protein in Systemic Sclerosis,Henderson,2019,verified,crossref,100.0,title matches record (100% similarity)
10.3390/diagnostics14060652,2024,journal-article,described,10.1093/rheumatology/key327,Methyl Cap Binding Protein 2: A Key Epigenetic Protein in Systemic Sclerosis,Henderson,2019,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/diagnostics14060652,2024,journal-article,identified,10.1016/j.clim.2022.108997,Global Hypomethylation Pattern in Systemic Sclerosis: An Application for Absolute Quantification of Epigenetic DNA Modification Products by 2D-UPLC-MS/MS,Gackowski,2022,verified,crossref,100.0,title matches record (100% similarity)
10.3390/diagnostics14060652,2024,journal-article,described,10.1016/j.clim.2022.108997,Global Hypomethylation Pattern in Systemic Sclerosis: An Application for Absolute Quantification of Epigenetic DNA Modification Products by 2D-UPLC-MS/MS,Gackowski,2022,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/diagnostics14060652,2024,journal-article,identified,10.1155/2018/7342472,Integration of Genome-Wide DNA Methylation and Transcription Uncovered Aberrant Methylation-Regulated Genes and Pathways in the Peripheral Blood Mononuclear Cells of Systemic Sclerosis,Zhu,2018,verified,crossref,100.0,title matches record (100% similarity)
10.3390/diagnostics14060652,2024,journal-article,described,10.1155/2018/7342472,Integration of Genome-Wide DNA Methylation and Transcription Uncovered Aberrant Methylation-Regulated Genes and Pathways in the Peripheral Blood Mononuclear Cells of Systemic Sclerosis,Zhu,2018,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/diagnostics14060652,2024,journal-article,identified,10.1111/jcmm.12105,Epigenetic Repression of Bone Morphogenetic Protein Receptor II Expression in Scleroderma,Wang,2013,verified,crossref,100.0,title matches record (100% similarity)
10.3390/diagnostics14060652,2024,journal-article,described,10.1111/jcmm.12105,Epigenetic Repression of Bone Morphogenetic Protein Receptor II Expression in Scleroderma,Wang,2013,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/diagnostics14060652,2024,journal-article,identified,10.1038/s41576-022-00468-7,Histone post-translational modifications-cause and consequence of genome function,Burton,2022,verified,crossref,100.0,title matches record (100% similarity)
10.3390/diagnostics14060652,2024,journal-article,described,10.1038/s41576-022-00468-7,Histone post-translational modifications-cause and consequence of genome function,Burton,2022,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/diagnostics14060652,2024,journal-article,identified,10.1136/annrheumdis-2012-201615,Inhibition of H3K27 Histone Trimethylation Activates Fibroblasts and Induces Fibrosis,Dees,2013,verified,crossref,100.0,title matches record (100% similarity)
10.3390/diagnostics14060652,2024,journal-article,described,10.1136/annrheumdis-2012-201615,Inhibition of H3K27 Histone Trimethylation Activates Fibroblasts and Induces Fibrosis,Dees,2013,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.csite.2023.103912,2024,journal-article,identified,10.1016/j.applthermaleng.2016.11.182,Experimental study and optimization of pin fin shapes in flow boiling of micro pin fin heat sinks,Wan,2017,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.csite.2023.103912,2024,journal-article,described,10.1016/j.applthermaleng.2016.11.182,Experimental study and optimization of pin fin shapes in flow boiling of micro pin fin heat sinks,Wan,2017,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.csite.2023.103912,2024,journal-article,identified,10.1016/j.ijheatmasstransfer.2008.02.017,Numerical study of pin-fin heat sink with un-uniform fin height design,Yang,2008,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.csite.2023.103912,2024,journal-article,described,10.1016/j.ijheatmasstransfer.2008.02.017,Numerical study of pin-fin heat sink with un-uniform fin height design,Yang,2008,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.csite.2023.103912,2024,journal-article,identified,10.1016/j.energy.2020.119223,Thermal management and temperature uniformity enhancement of electronic devices by micro heat sinks: a review,He,2021,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.csite.2023.103912,2024,journal-article,described,10.1016/j.energy.2020.119223,Thermal management and temperature uniformity enhancement of electronic devices by micro heat sinks: a review,He,2021,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.csite.2023.103912,2024,journal-article,identified,10.1016/j.powtec.2018.03.044,On the nanofluids applications in microchannels: a comprehensive review,Chamkha,2018,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.csite.2023.103912,2024,journal-article,described,10.1016/j.powtec.2018.03.044,On the nanofluids applications in microchannels: a comprehensive review,Chamkha,2018,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.csite.2023.103912,2024,journal-article,identified,10.1016/j.ijheatmasstransfer.2017.11.112,Flow and heat transfer characteristics and optimization study on the water-cooled microchannel heat sinks with dimple and pin-fin,Li,2018,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.csite.2023.103912,2024,journal-article,described,10.1016/j.ijheatmasstransfer.2017.11.112,Flow and heat transfer characteristics and optimization study on the water-cooled microchannel heat sinks with dimple and pin-fin,Li,2018,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.1016/j.csite.2023.103912,2024,journal-article,identified,10.1016/j.applthermaleng.2016.08.063,Flow boiling in microchannels: fundamentals and applications,Karayiannis,2017,verified,crossref,100.0,title matches record (100% similarity)
10.1016/j.csite.2023.103912,2024,journal-article,described,10.1016/j.applthermaleng.2016.08.063,Flow boiling in microchannels: fundamentals and applications,Karayiannis,2017,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/ma17071604,2024,journal-article,identified,10.1038/s41598-018-26342-3,Extraction and Quantification of Biofilm Bacteria: Method Optimized for Urinary Catheters,Mandakhalikar,2018,verified,crossref,100.0,title matches record (100% similarity)
10.3390/ma17071604,2024,journal-article,described,10.1038/s41598-018-26342-3,Extraction and Quantification of Biofilm Bacteria: Method Optimized for Urinary Catheters,Mandakhalikar,2018,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/ma17071604,2024,journal-article,identified,10.2147/idr.s215084,Synergism of Cationic Antimicrobial Peptide WLBU2 with Antibacterial Agents against Biofilms of Multi-Drug Resistant Acinetobacter baumannii and Klebsiella pneumoniae,Swedan,2019,verified,crossref,100.0,title matches record (100% similarity)
10.3390/ma17071604,2024,journal-article,described,10.2147/idr.s215084,Synergism of Cationic Antimicrobial Peptide WLBU2 with Antibacterial Agents against Biofilms of Multi-Drug Resistant Acinetobacter baumannii and Klebsiella pneumoniae,Swedan,2019,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/ma17071604,2024,journal-article,identified,10.1038/srep36507,The Endotracheal Tube Microbiome Associated with Pseudomonas aeruginosa or Staphylococcus epidermidis,Hotterbeekx,2016,verified,crossref,100.0,title matches record (100% similarity)
10.3390/ma17071604,2024,journal-article,described,10.1038/srep36507,The Endotracheal Tube Microbiome Associated with Pseudomonas aeruginosa or Staphylococcus epidermidis,Hotterbeekx,2016,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/ma17071604,2024,journal-article,identified,10.4103/jgid.jgid_150_19,Detection of Biofilm Production and Its Impact on Antibiotic Resistance Profile of Bacterial Isolates from Chronic Wound Infections,Harika,2020,verified,crossref,100.0,title matches record (100% similarity)
10.3390/ma17071604,2024,journal-article,described,10.4103/jgid.jgid_150_19,Detection of Biofilm Production and Its Impact on Antibiotic Resistance Profile of Bacterial Isolates from Chronic Wound Infections,Harika,2020,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/ma17071604,2024,journal-article,identified,10.1007/s00248-013-0297-x,Pseudomonas aeruginosa Biofilms in Disease,Mulcahy,2014,verified,crossref,100.0,title matches record (100% similarity)
10.3390/ma17071604,2024,journal-article,described,10.1007/s00248-013-0297-x,Pseudomonas aeruginosa Biofilms in Disease,Mulcahy,2014,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
10.3390/ma17071604,2024,journal-article,identified,10.1016/j.biotechadv.2018.11.013,Antibiotic Resistance in Pseudomonas aeruginosa: Mechanisms and Alternative Therapeutic Strategies,Pang,2019,verified,crossref,100.0,title matches record (100% similarity)
10.3390/ma17071604,2024,journal-article,described,10.1016/j.biotechadv.2018.11.013,Antibiotic Resistance in Pseudomonas aeruginosa: Mechanisms and Alternative Therapeutic Strategies,Pang,2019,verified,crossref,100.0,matched a Crossref record by title search (100% similarity); no DOI given in document
